,diseases,Symptom_labels
11760,hyperemesis gravidarum,"dizziness, sharp abdominal pain, nausea, diarrhea, vomiting blood, burning abdominal pain, problems during pregnancy"
11761,hyperemesis gravidarum,"dizziness, sharp abdominal pain, nausea, diarrhea, pain during pregnancy, burning abdominal pain, problems during pregnancy"
11762,hyperemesis gravidarum,"sharp abdominal pain, diarrhea, pain during pregnancy, problems during pregnancy"
11763,hyperemesis gravidarum,"dizziness, sharp abdominal pain, headache, nausea, pain during pregnancy, vomiting blood, burning abdominal pain, problems during pregnancy"
11764,hyperemesis gravidarum,"sharp abdominal pain, headache, nausea, diarrhea"
11765,hyperemesis gravidarum,"sharp abdominal pain, vomiting, headache, diarrhea, weakness"
11766,hyperemesis gravidarum,"dizziness, vomiting, headache, nausea, pain during pregnancy, burning abdominal pain, weakness, problems during pregnancy"
11767,hyperemesis gravidarum,"dizziness, vomiting, pain during pregnancy, vomiting blood, burning abdominal pain, problems during pregnancy"
11768,hyperemesis gravidarum,"headache, nausea, diarrhea, pain during pregnancy, vomiting blood, weakness"
11769,hyperemesis gravidarum,"sharp abdominal pain, vomiting, vomiting blood, weakness"
11770,hyperemesis gravidarum,"sharp abdominal pain, pain during pregnancy, vomiting blood, burning abdominal pain, problems during pregnancy"
11771,hyperemesis gravidarum,"vomiting, diarrhea, vomiting blood, burning abdominal pain, weakness"
11772,hyperemesis gravidarum,"dizziness, sharp abdominal pain, vomiting, nausea, pain during pregnancy, vomiting blood, burning abdominal pain"
11773,hyperemesis gravidarum,"vomiting, pain during pregnancy"
11774,hyperemesis gravidarum,"dizziness, vomiting, headache, vomiting blood, burning abdominal pain"
11775,hyperemesis gravidarum,"sharp abdominal pain, vomiting, diarrhea, burning abdominal pain, problems during pregnancy"
11776,hyperemesis gravidarum,"sharp abdominal pain, nausea, diarrhea, vomiting blood, weakness, problems during pregnancy"
11777,hyperemesis gravidarum,"sharp abdominal pain, vomiting, headache, pain during pregnancy, vomiting blood, burning abdominal pain, problems during pregnancy"
11778,hyperemesis gravidarum,"dizziness, vomiting, diarrhea, vomiting blood, weakness"
11779,hyperemesis gravidarum,"nausea, diarrhea, pain during pregnancy, burning abdominal pain, weakness, problems during pregnancy"
11780,hyperemesis gravidarum,"headache, pain during pregnancy, burning abdominal pain, weakness"
11781,hyperemesis gravidarum,"vomiting, headache, nausea, diarrhea, vomiting blood, burning abdominal pain, problems during pregnancy"
11782,hyperemesis gravidarum,"dizziness, sharp abdominal pain, vomiting, nausea, diarrhea"
11783,hyperemesis gravidarum,"vomiting, nausea, pain during pregnancy, vomiting blood, burning abdominal pain, problems during pregnancy"
11784,hyperemesis gravidarum,"dizziness, headache, vomiting blood"
11785,hyperemesis gravidarum,"nausea, diarrhea, pain during pregnancy, vomiting blood"
11786,hyperemesis gravidarum,"sharp abdominal pain, pain during pregnancy, burning abdominal pain"
11787,hyperemesis gravidarum,"diarrhea, pain during pregnancy, vomiting blood, weakness, problems during pregnancy"
11788,hyperemesis gravidarum,"headache, nausea, pain during pregnancy, vomiting blood, burning abdominal pain"
11789,hyperemesis gravidarum,"dizziness, headache, nausea, pain during pregnancy, vomiting blood, burning abdominal pain, weakness"
11790,hyperemesis gravidarum,"dizziness, pain during pregnancy, vomiting blood, weakness, problems during pregnancy"
11791,hyperemesis gravidarum,"dizziness, vomiting, headache, vomiting blood, weakness, problems during pregnancy"
11792,hyperemesis gravidarum,"dizziness, vomiting, headache, diarrhea, pain during pregnancy, weakness, problems during pregnancy"
11793,hyperemesis gravidarum,"sharp abdominal pain, vomiting blood, weakness"
11794,hyperemesis gravidarum,"dizziness, headache, nausea, diarrhea, pain during pregnancy, vomiting blood, weakness, problems during pregnancy"
11795,hyperemesis gravidarum,"vomiting, headache, diarrhea, vomiting blood, burning abdominal pain"
11796,hyperemesis gravidarum,"dizziness, sharp abdominal pain, diarrhea, pain during pregnancy, vomiting blood, burning abdominal pain, weakness"
11797,hyperemesis gravidarum,"sharp abdominal pain, diarrhea, pain during pregnancy, burning abdominal pain, weakness, problems during pregnancy"
11798,hyperemesis gravidarum,"dizziness, vomiting, headache, nausea, pain during pregnancy, vomiting blood, burning abdominal pain, weakness, problems during pregnancy"
11799,hyperemesis gravidarum,"dizziness, sharp abdominal pain, headache, nausea, pain during pregnancy, vomiting blood, weakness, problems during pregnancy"
11800,hyperkalemia,"shortness of breath, sharp chest pain, dizziness, difficulty in swallowing, vomiting, weakness, decreased heart rate"
11801,hyperkalemia,"depressive or psychotic symptoms, sharp chest pain, dizziness, difficulty in swallowing, vomiting, nausea, weakness, decreased heart rate"
11802,hyperkalemia,"depressive or psychotic symptoms, sharp chest pain, nausea, weakness, decreased heart rate"
11803,hyperkalemia,"shortness of breath, depressive or psychotic symptoms, sharp chest pain, weakness, decreased heart rate"
11804,hyperkalemia,"shortness of breath, sharp chest pain, nausea, weakness"
11805,hyperkalemia,"shortness of breath, depressive or psychotic symptoms, feeling ill, nausea, weakness, decreased heart rate"
11806,hyperkalemia,"depressive or psychotic symptoms, sharp chest pain, dizziness, difficulty in swallowing, vomiting"
11807,hyperkalemia,"sharp chest pain, dizziness, feeling ill, nausea, weakness, decreased heart rate"
11808,hyperkalemia,"shortness of breath, sharp chest pain, dizziness, difficulty in swallowing, feeling ill, vomiting, nausea, weakness, decreased heart rate"
11809,hyperkalemia,"depressive or psychotic symptoms, weakness, decreased heart rate"
11810,hyperkalemia,"difficulty in swallowing, nausea, weakness, decreased heart rate"
11811,hyperkalemia,"shortness of breath, depressive or psychotic symptoms, sharp chest pain, feeling ill, vomiting, nausea, decreased heart rate"
11812,hyperkalemia,"shortness of breath, depressive or psychotic symptoms, sharp chest pain, difficulty in swallowing, vomiting"
11813,hyperkalemia,"depressive or psychotic symptoms, sharp chest pain, dizziness, feeling ill, weakness, decreased heart rate"
11814,hyperkalemia,"depressive or psychotic symptoms, sharp chest pain, dizziness, nausea, weakness, decreased heart rate"
11815,hyperkalemia,"dizziness, feeling ill, weakness, decreased heart rate"
11816,hyperkalemia,"depressive or psychotic symptoms, sharp chest pain, dizziness, difficulty in swallowing, vomiting, weakness, decreased heart rate"
11817,hyperkalemia,"dizziness, nausea, weakness, decreased heart rate"
11818,hyperkalemia,"depressive or psychotic symptoms, dizziness, feeling ill, vomiting, nausea, weakness, decreased heart rate"
11819,hyperkalemia,"depressive or psychotic symptoms, dizziness, vomiting, weakness, decreased heart rate"
11820,hyperkalemia,"shortness of breath, depressive or psychotic symptoms, sharp chest pain, dizziness, feeling ill, nausea, weakness, decreased heart rate"
11821,hyperkalemia,"depressive or psychotic symptoms, difficulty in swallowing, feeling ill, nausea, weakness, decreased heart rate"
11822,hyperkalemia,"shortness of breath, depressive or psychotic symptoms, sharp chest pain, feeling ill, vomiting, weakness"
11823,hyperkalemia,"sharp chest pain, dizziness, vomiting"
11824,hyperkalemia,"shortness of breath, depressive or psychotic symptoms, feeling ill"
11825,hyperkalemia,"depressive or psychotic symptoms, difficulty in swallowing, feeling ill, vomiting, nausea, decreased heart rate"
11826,hyperkalemia,"sharp chest pain, dizziness, difficulty in swallowing, vomiting, nausea, weakness, decreased heart rate"
11827,hyperkalemia,"sharp chest pain, dizziness, difficulty in swallowing, nausea, weakness, decreased heart rate"
11828,hyperkalemia,"depressive or psychotic symptoms, sharp chest pain, dizziness, difficulty in swallowing, vomiting, nausea, decreased heart rate"
11829,hyperkalemia,"feeling ill, nausea, weakness, decreased heart rate"
11830,hyperkalemia,"depressive or psychotic symptoms, difficulty in swallowing, feeling ill, weakness, decreased heart rate"
11831,hyperkalemia,"shortness of breath, sharp chest pain, vomiting, nausea"
11832,hyperkalemia,"shortness of breath, depressive or psychotic symptoms, dizziness, vomiting, decreased heart rate"
11833,hyperkalemia,"depressive or psychotic symptoms, sharp chest pain, vomiting, decreased heart rate"
11834,hyperkalemia,"depressive or psychotic symptoms, feeling ill, weakness, decreased heart rate"
11835,hyperkalemia,"shortness of breath, depressive or psychotic symptoms, nausea, weakness"
11836,hyperkalemia,"depressive or psychotic symptoms, sharp chest pain, dizziness, feeling ill, vomiting, nausea, weakness, decreased heart rate"
11837,hyperkalemia,"dizziness, feeling ill, vomiting, decreased heart rate"
11838,hyperkalemia,"vomiting, nausea, decreased heart rate"
11839,hyperkalemia,"depressive or psychotic symptoms, sharp chest pain, dizziness, difficulty in swallowing, nausea, weakness"
11840,hyperkalemia,"shortness of breath, depressive or psychotic symptoms, dizziness, decreased heart rate"
11841,hyperkalemia,"depressive or psychotic symptoms, sharp chest pain, dizziness, vomiting, weakness"
11842,hyperkalemia,"depressive or psychotic symptoms, sharp chest pain, feeling ill, nausea, weakness, decreased heart rate"
11843,hyperkalemia,"shortness of breath, sharp chest pain, dizziness, difficulty in swallowing, feeling ill, decreased heart rate"
11844,hyperkalemia,"shortness of breath, depressive or psychotic symptoms, sharp chest pain, dizziness, difficulty in swallowing, vomiting, weakness, decreased heart rate"
11845,hyperkalemia,"depressive or psychotic symptoms, vomiting, nausea, weakness, decreased heart rate"
11846,hyperkalemia,"depressive or psychotic symptoms, dizziness, feeling ill, weakness, decreased heart rate"
11847,hyperkalemia,"shortness of breath, sharp chest pain, difficulty in swallowing, feeling ill, vomiting, nausea, weakness, decreased heart rate"
11848,hyperkalemia,"shortness of breath, depressive or psychotic symptoms, sharp chest pain, dizziness, feeling ill, nausea, weakness, decreased heart rate"
11849,hyperkalemia,"shortness of breath, depressive or psychotic symptoms, sharp chest pain, difficulty in swallowing, feeling ill, vomiting, weakness, decreased heart rate"
11850,hypernatremia,"shortness of breath, fainting, weakness, difficulty breathing"
11851,hypernatremia,"shortness of breath, fainting, difficulty breathing"
11852,hypernatremia,"shortness of breath, fainting, fever, difficulty breathing"
11853,hypernatremia,"shortness of breath, fainting, weakness, fever, difficulty breathing"
11854,hypernatremia,"shortness of breath, fainting, weakness, fever"
11855,hypernatremia,"shortness of breath, fainting, weakness, fever, difficulty breathing"
11856,hypernatremia,"shortness of breath, fainting, fever"
11857,hypernatremia,"shortness of breath, fainting, weakness, fever"
11858,hypernatremia,"shortness of breath, fainting, weakness, fever"
11859,hypernatremia,"shortness of breath, fainting, weakness, fever, difficulty breathing"
11860,hypernatremia,"shortness of breath, difficulty breathing"
11861,hypernatremia,"shortness of breath, fainting, weakness, fever"
11862,hypernatremia,"shortness of breath, fainting, weakness, fever, difficulty breathing"
11863,hypernatremia,"shortness of breath, fainting, weakness, fever"
11864,hypernatremia,"shortness of breath, fainting, fever, difficulty breathing"
11865,hypernatremia,"shortness of breath, fainting, weakness, fever"
11866,hypernatremia,"shortness of breath, fainting, fever"
11867,hypernatremia,"shortness of breath, fainting, fever, difficulty breathing"
11868,hypernatremia,"shortness of breath, fainting"
11869,hypernatremia,"shortness of breath, fainting, weakness, fever, difficulty breathing"
11870,hypernatremia,"shortness of breath, fever, difficulty breathing"
11871,hypernatremia,"shortness of breath, fever, difficulty breathing"
11872,hypernatremia,"shortness of breath, fainting, weakness"
11873,hypernatremia,"shortness of breath, fainting"
11874,hypernatremia,"shortness of breath, fainting, fever"
11875,hypernatremia,"shortness of breath, fainting, weakness, fever"
11876,hypernatremia,"shortness of breath, fainting, weakness, fever, difficulty breathing"
11877,hypernatremia,"fainting, fever, difficulty breathing"
11878,hypernatremia,"shortness of breath, fainting, weakness"
11879,hypernatremia,"shortness of breath, fainting, fever"
11880,hypernatremia,"shortness of breath, fainting, fever"
11881,hypernatremia,"shortness of breath, weakness, difficulty breathing"
11882,hypernatremia,"shortness of breath, fainting, weakness, fever"
11883,hypernatremia,"shortness of breath, fainting, fever, difficulty breathing"
11884,hypernatremia,"shortness of breath, fainting, fever, difficulty breathing"
11885,hypernatremia,"shortness of breath, fainting, fever"
11886,hypernatremia,"fainting, weakness, fever, difficulty breathing"
11887,hypernatremia,"shortness of breath, fainting, weakness, fever, difficulty breathing"
11888,hypernatremia,"shortness of breath, fever"
11889,hypernatremia,"shortness of breath, weakness, fever, difficulty breathing"
11890,hypernatremia,"shortness of breath, fainting, fever"
11891,hypernatremia,"shortness of breath, fainting, weakness, fever"
11892,hypernatremia,"shortness of breath, fainting, weakness, fever"
11893,hypernatremia,"fever, difficulty breathing"
11894,hypernatremia,"fainting, weakness, fever, difficulty breathing"
11895,hypernatremia,"shortness of breath, weakness, fever, difficulty breathing"
11896,hypernatremia,shortness of breath
11897,hypernatremia,"shortness of breath, fainting, weakness, fever, difficulty breathing"
11898,hypernatremia,"shortness of breath, fainting, weakness, fever"
11899,hypernatremia,"shortness of breath, fainting, weakness, fever, difficulty breathing"
11900,hyperopia,"difficulty speaking, eye deviation, symptoms of eye, spots or clouds in vision, eye redness"
11901,hyperopia,"difficulty speaking, eye deviation, diminished vision, symptoms of eye, spots or clouds in vision, eye redness"
11902,hyperopia,"difficulty speaking, eye deviation, diminished vision, symptoms of eye, spots or clouds in vision"
11903,hyperopia,"difficulty speaking, eye deviation, diminished vision, symptoms of eye, spots or clouds in vision"
11904,hyperopia,"difficulty speaking, eye deviation, spots or clouds in vision, eye redness"
11905,hyperopia,"difficulty speaking, eye deviation, diminished vision, symptoms of eye, eye redness"
11906,hyperopia,"difficulty speaking, eye deviation, symptoms of eye, spots or clouds in vision"
11907,hyperopia,"eye deviation, symptoms of eye, spots or clouds in vision, eye redness"
11908,hyperopia,"difficulty speaking, eye deviation, diminished vision, spots or clouds in vision, eye redness"
11909,hyperopia,"difficulty speaking, eye deviation, symptoms of eye, spots or clouds in vision"
11910,hyperopia,"difficulty speaking, eye deviation, diminished vision, spots or clouds in vision, eye redness"
11911,hyperopia,"diminished vision, symptoms of eye, spots or clouds in vision"
11912,hyperopia,"difficulty speaking, symptoms of eye, spots or clouds in vision, eye redness"
11913,hyperopia,"difficulty speaking, eye deviation, symptoms of eye, spots or clouds in vision, eye redness"
11914,hyperopia,"difficulty speaking, eye deviation, diminished vision, symptoms of eye"
11915,hyperopia,"difficulty speaking, eye deviation, symptoms of eye"
11916,hyperopia,"difficulty speaking, diminished vision, symptoms of eye"
11917,hyperopia,"difficulty speaking, eye deviation, diminished vision, spots or clouds in vision"
11918,hyperopia,"difficulty speaking, eye deviation, diminished vision, spots or clouds in vision, eye redness"
11919,hyperopia,"eye deviation, diminished vision, eye redness"
11920,hyperopia,"difficulty speaking, diminished vision, symptoms of eye"
11921,hyperopia,"difficulty speaking, eye deviation, spots or clouds in vision"
11922,hyperopia,"difficulty speaking, symptoms of eye, spots or clouds in vision"
11923,hyperopia,"difficulty speaking, eye deviation, diminished vision, eye redness"
11924,hyperopia,"difficulty speaking, diminished vision, symptoms of eye"
11925,hyperopia,"eye deviation, diminished vision, symptoms of eye, eye redness"
11926,hyperopia,"difficulty speaking, eye deviation, diminished vision"
11927,hyperopia,"difficulty speaking, eye deviation, spots or clouds in vision"
11928,hyperopia,"difficulty speaking, eye deviation, diminished vision, symptoms of eye"
11929,hyperopia,"difficulty speaking, eye deviation, diminished vision, symptoms of eye, spots or clouds in vision, eye redness"
11930,hyperopia,"eye deviation, diminished vision, symptoms of eye"
11931,hyperopia,"difficulty speaking, eye deviation, symptoms of eye"
11932,hyperopia,"difficulty speaking, eye deviation, diminished vision, symptoms of eye, spots or clouds in vision"
11933,hyperopia,"eye deviation, diminished vision, spots or clouds in vision, eye redness"
11934,hyperopia,"eye deviation, diminished vision, symptoms of eye, eye redness"
11935,hyperopia,"difficulty speaking, eye deviation, diminished vision, eye redness"
11936,hyperopia,"difficulty speaking, eye deviation, diminished vision, symptoms of eye, spots or clouds in vision, eye redness"
11937,hyperopia,"difficulty speaking, eye deviation, eye redness"
11938,hyperopia,"difficulty speaking, eye deviation, symptoms of eye"
11939,hyperopia,"difficulty speaking, eye deviation, symptoms of eye, spots or clouds in vision, eye redness"
11940,hyperopia,"difficulty speaking, eye deviation, symptoms of eye"
11941,hyperopia,"difficulty speaking, eye deviation, diminished vision, symptoms of eye, eye redness"
11942,hyperopia,"difficulty speaking, eye deviation, spots or clouds in vision, eye redness"
11943,hyperopia,"difficulty speaking, eye deviation, diminished vision, spots or clouds in vision, eye redness"
11944,hyperopia,"difficulty speaking, eye deviation, symptoms of eye, spots or clouds in vision, eye redness"
11945,hyperopia,"difficulty speaking, eye deviation, diminished vision, symptoms of eye"
11946,hyperopia,"difficulty speaking, eye deviation, diminished vision, spots or clouds in vision"
11947,hyperopia,"difficulty speaking, eye deviation, symptoms of eye, spots or clouds in vision"
11948,hyperopia,"difficulty speaking, eye deviation, symptoms of eye, eye redness"
11949,hyperopia,"difficulty speaking, eye deviation, diminished vision, symptoms of eye, spots or clouds in vision"
11950,hypertension of pregnancy,"headache, pain during pregnancy, heartburn, problems during pregnancy, spotting or bleeding during pregnancy"
11951,hypertension of pregnancy,"headache, pain during pregnancy, problems during pregnancy, uterine contractions"
11952,hypertension of pregnancy,"headache, heartburn, problems during pregnancy, uterine contractions"
11953,hypertension of pregnancy,"heartburn, problems during pregnancy, spotting or bleeding during pregnancy"
11954,hypertension of pregnancy,"headache, heartburn, uterine contractions"
11955,hypertension of pregnancy,"headache, problems during pregnancy, spotting or bleeding during pregnancy"
11956,hypertension of pregnancy,"headache, pain during pregnancy"
11957,hypertension of pregnancy,"pain during pregnancy, heartburn, spotting or bleeding during pregnancy"
11958,hypertension of pregnancy,"heartburn, spotting or bleeding during pregnancy"
11959,hypertension of pregnancy,"pain during pregnancy, heartburn, spotting or bleeding during pregnancy, uterine contractions"
11960,hypertension of pregnancy,"pain during pregnancy, spotting or bleeding during pregnancy, uterine contractions"
11961,hypertension of pregnancy,"pain during pregnancy, heartburn, problems during pregnancy, uterine contractions"
11962,hypertension of pregnancy,"headache, pain during pregnancy, heartburn, problems during pregnancy"
11963,hypertension of pregnancy,"heartburn, problems during pregnancy, spotting or bleeding during pregnancy"
11964,hypertension of pregnancy,"headache, pain during pregnancy, heartburn, spotting or bleeding during pregnancy"
11965,hypertension of pregnancy,"heartburn, problems during pregnancy, uterine contractions"
11966,hypertension of pregnancy,"headache, heartburn, problems during pregnancy, spotting or bleeding during pregnancy"
11967,hypertension of pregnancy,"heartburn, problems during pregnancy, uterine contractions"
11968,hypertension of pregnancy,"headache, heartburn, uterine contractions"
11969,hypertension of pregnancy,"headache, pain during pregnancy, heartburn, spotting or bleeding during pregnancy, uterine contractions"
11970,hypertension of pregnancy,"pain during pregnancy, heartburn, problems during pregnancy, spotting or bleeding during pregnancy, uterine contractions"
11971,hypertension of pregnancy,"pain during pregnancy, heartburn, spotting or bleeding during pregnancy, uterine contractions"
11972,hypertension of pregnancy,"headache, pain during pregnancy, heartburn, problems during pregnancy, spotting or bleeding during pregnancy"
11973,hypertension of pregnancy,"headache, pain during pregnancy, spotting or bleeding during pregnancy"
11974,hypertension of pregnancy,"headache, heartburn, problems during pregnancy, uterine contractions"
11975,hypertension of pregnancy,"headache, heartburn, problems during pregnancy"
11976,hypertension of pregnancy,"pain during pregnancy, problems during pregnancy, spotting or bleeding during pregnancy"
11977,hypertension of pregnancy,"heartburn, problems during pregnancy, spotting or bleeding during pregnancy, uterine contractions"
11978,hypertension of pregnancy,"headache, problems during pregnancy, spotting or bleeding during pregnancy, uterine contractions"
11979,hypertension of pregnancy,"headache, pain during pregnancy, heartburn, spotting or bleeding during pregnancy, uterine contractions"
11980,hypertension of pregnancy,"heartburn, spotting or bleeding during pregnancy, uterine contractions"
11981,hypertension of pregnancy,"headache, pain during pregnancy, heartburn, problems during pregnancy"
11982,hypertension of pregnancy,"pain during pregnancy, heartburn, problems during pregnancy"
11983,hypertension of pregnancy,"heartburn, problems during pregnancy, spotting or bleeding during pregnancy, uterine contractions"
11984,hypertension of pregnancy,"headache, heartburn, spotting or bleeding during pregnancy"
11985,hypertension of pregnancy,"pain during pregnancy, heartburn"
11986,hypertension of pregnancy,"pain during pregnancy, heartburn, problems during pregnancy, uterine contractions"
11987,hypertension of pregnancy,"pain during pregnancy, heartburn, uterine contractions"
11988,hypertension of pregnancy,"headache, pain during pregnancy, heartburn, problems during pregnancy, spotting or bleeding during pregnancy, uterine contractions"
11989,hypertension of pregnancy,"headache, pain during pregnancy, heartburn"
11990,hypertension of pregnancy,"headache, heartburn, problems during pregnancy, uterine contractions"
11991,hypertension of pregnancy,"heartburn, problems during pregnancy, spotting or bleeding during pregnancy"
11992,hypertension of pregnancy,"pain during pregnancy, heartburn, problems during pregnancy, uterine contractions"
11993,hypertension of pregnancy,"headache, pain during pregnancy, heartburn, problems during pregnancy"
11994,hypertension of pregnancy,"headache, heartburn, problems during pregnancy, spotting or bleeding during pregnancy"
11995,hypertension of pregnancy,"headache, pain during pregnancy, heartburn, uterine contractions"
11996,hypertension of pregnancy,"headache, heartburn, problems during pregnancy, spotting or bleeding during pregnancy, uterine contractions"
11997,hypertension of pregnancy,"headache, pain during pregnancy, heartburn, spotting or bleeding during pregnancy, uterine contractions"
11998,hypertension of pregnancy,"headache, heartburn"
11999,hypertension of pregnancy,"headache, heartburn, problems during pregnancy, spotting or bleeding during pregnancy"
12000,hypertensive heart disease,"sharp chest pain, insomnia, weakness, difficulty breathing, fatigue, recent pregnancy"
12001,hypertensive heart disease,"shortness of breath, sharp chest pain, insomnia, leg swelling, heartburn, weakness"
12002,hypertensive heart disease,"shortness of breath, sharp chest pain, insomnia, palpitations, leg swelling, heartburn, weakness, fatigue, recent pregnancy"
12003,hypertensive heart disease,"shortness of breath, insomnia, palpitations, leg swelling, weakness, fatigue, recent pregnancy"
12004,hypertensive heart disease,"sharp chest pain, chest tightness, palpitations, leg swelling, heartburn, weakness, fatigue, recent pregnancy"
12005,hypertensive heart disease,"shortness of breath, palpitations, leg swelling, weakness, difficulty breathing"
12006,hypertensive heart disease,"shortness of breath, insomnia, palpitations, leg swelling, heartburn, weakness, difficulty breathing, fatigue"
12007,hypertensive heart disease,"sharp chest pain, heartburn, difficulty breathing"
12008,hypertensive heart disease,"sharp chest pain, palpitations, leg swelling, heartburn, difficulty breathing, recent pregnancy"
12009,hypertensive heart disease,"insomnia, leg swelling, weakness, fatigue"
12010,hypertensive heart disease,"chest tightness, palpitations, fatigue"
12011,hypertensive heart disease,"sharp chest pain, leg swelling, heartburn, weakness, fatigue"
12012,hypertensive heart disease,"shortness of breath, sharp chest pain, insomnia, heartburn, difficulty breathing, fatigue"
12013,hypertensive heart disease,"shortness of breath, palpitations, leg swelling"
12014,hypertensive heart disease,"shortness of breath, sharp chest pain, palpitations, leg swelling, heartburn, recent pregnancy"
12015,hypertensive heart disease,"shortness of breath, heartburn, difficulty breathing, fatigue"
12016,hypertensive heart disease,"sharp chest pain, insomnia, leg swelling, fatigue"
12017,hypertensive heart disease,"shortness of breath, insomnia, palpitations, leg swelling, heartburn, difficulty breathing"
12018,hypertensive heart disease,"shortness of breath, sharp chest pain, chest tightness, leg swelling, heartburn, difficulty breathing, fatigue, recent pregnancy"
12019,hypertensive heart disease,"shortness of breath, insomnia, chest tightness, leg swelling, heartburn, recent pregnancy"
12020,hypertensive heart disease,"shortness of breath, sharp chest pain, insomnia, chest tightness, palpitations, difficulty breathing, recent pregnancy"
12021,hypertensive heart disease,"insomnia, palpitations, leg swelling, heartburn, weakness, difficulty breathing, recent pregnancy"
12022,hypertensive heart disease,"sharp chest pain, chest tightness, leg swelling, weakness, recent pregnancy"
12023,hypertensive heart disease,"chest tightness, palpitations, leg swelling, heartburn"
12024,hypertensive heart disease,"chest tightness, leg swelling, heartburn, difficulty breathing, fatigue, recent pregnancy"
12025,hypertensive heart disease,"shortness of breath, chest tightness, palpitations, leg swelling, heartburn, weakness, difficulty breathing"
12026,hypertensive heart disease,"sharp chest pain, insomnia, chest tightness, palpitations, leg swelling, weakness, difficulty breathing, fatigue"
12027,hypertensive heart disease,"palpitations, heartburn, difficulty breathing, fatigue"
12028,hypertensive heart disease,"sharp chest pain, insomnia, chest tightness, leg swelling, heartburn, weakness, fatigue"
12029,hypertensive heart disease,"shortness of breath, sharp chest pain, insomnia, palpitations, leg swelling, heartburn, weakness, fatigue"
12030,hypertensive heart disease,"shortness of breath, leg swelling, heartburn, fatigue"
12031,hypertensive heart disease,"shortness of breath, sharp chest pain, insomnia, chest tightness, leg swelling, difficulty breathing, fatigue"
12032,hypertensive heart disease,"sharp chest pain, palpitations, weakness, fatigue, recent pregnancy"
12033,hypertensive heart disease,"insomnia, chest tightness, leg swelling, difficulty breathing"
12034,hypertensive heart disease,"shortness of breath, insomnia, difficulty breathing, fatigue"
12035,hypertensive heart disease,"insomnia, chest tightness, leg swelling, heartburn, weakness, difficulty breathing, recent pregnancy"
12036,hypertensive heart disease,"sharp chest pain, chest tightness, leg swelling, heartburn"
12037,hypertensive heart disease,"shortness of breath, sharp chest pain, insomnia, chest tightness, leg swelling, weakness"
12038,hypertensive heart disease,"sharp chest pain, insomnia, palpitations, heartburn, difficulty breathing, recent pregnancy"
12039,hypertensive heart disease,"insomnia, chest tightness, leg swelling, heartburn, difficulty breathing, fatigue"
12040,hypertensive heart disease,"shortness of breath, sharp chest pain, insomnia, leg swelling, weakness, fatigue, recent pregnancy"
12041,hypertensive heart disease,"shortness of breath, sharp chest pain, palpitations, leg swelling, heartburn, weakness"
12042,hypertensive heart disease,"shortness of breath, insomnia, leg swelling, heartburn, weakness, difficulty breathing, fatigue, recent pregnancy"
12043,hypertensive heart disease,"shortness of breath, sharp chest pain, insomnia, chest tightness, palpitations, leg swelling, weakness, difficulty breathing, fatigue"
12044,hypertensive heart disease,"sharp chest pain, insomnia, chest tightness, weakness, difficulty breathing"
12045,hypertensive heart disease,"insomnia, leg swelling, difficulty breathing, recent pregnancy"
12046,hypertensive heart disease,"shortness of breath, insomnia, leg swelling, heartburn, weakness, difficulty breathing"
12047,hypertensive heart disease,"shortness of breath, insomnia, palpitations, leg swelling, heartburn, weakness, fatigue"
12048,hypertensive heart disease,"sharp chest pain, chest tightness, palpitations, leg swelling, weakness, fatigue, recent pregnancy"
12049,hypertensive heart disease,"palpitations, leg swelling, heartburn, difficulty breathing, fatigue, recent pregnancy"
12050,hypoglycemia,"dizziness, abnormal involuntary movements, feeling ill, nausea, problems with movement, weakness, seizures, sleepiness, sweating"
12051,hypoglycemia,"depressive or psychotic symptoms, dizziness, fainting, nausea, problems with movement, decreased appetite, sleepiness, sweating"
12052,hypoglycemia,"depressive or psychotic symptoms, abnormal involuntary movements, nausea, problems with movement, decreased appetite, seizures, sleepiness"
12053,hypoglycemia,"depressive or psychotic symptoms, nausea, decreased appetite"
12054,hypoglycemia,"abnormal involuntary movements, feeling ill, problems with movement, decreased appetite, sleepiness"
12055,hypoglycemia,"abnormal involuntary movements, weakness"
12056,hypoglycemia,"nausea, decreased appetite, sleepiness"
12057,hypoglycemia,"abnormal involuntary movements, fainting, feeling ill, nausea, problems with movement, weakness, seizures, sleepiness, sweating"
12058,hypoglycemia,"dizziness, fainting, nausea, weakness, decreased appetite, sleepiness"
12059,hypoglycemia,"dizziness, abnormal involuntary movements, nausea, decreased appetite, seizures, sleepiness"
12060,hypoglycemia,"abnormal involuntary movements, nausea, problems with movement, weakness, decreased appetite, seizures, sleepiness, sweating"
12061,hypoglycemia,"depressive or psychotic symptoms, problems with movement, seizures, sweating"
12062,hypoglycemia,"abnormal involuntary movements, fainting, problems with movement, decreased appetite, seizures, sleepiness"
12063,hypoglycemia,"depressive or psychotic symptoms, abnormal involuntary movements, feeling ill, nausea, problems with movement, decreased appetite, seizures, sleepiness, sweating"
12064,hypoglycemia,"dizziness, abnormal involuntary movements, problems with movement, weakness, seizures"
12065,hypoglycemia,"fainting, feeling ill, nausea, problems with movement, seizures"
12066,hypoglycemia,"depressive or psychotic symptoms, dizziness, abnormal involuntary movements, feeling ill, nausea, problems with movement, seizures, sweating"
12067,hypoglycemia,"depressive or psychotic symptoms, dizziness, fainting, sweating"
